txn_id,sender_account,sender_person_id,receiver_account,receiver_person_id,amount_inr,datetime,bank_sender,bank_receiver,txn_type,description,flagged_suspicious
TXN000583,ACC95768162,P0011,ACC46111036,P0075,25710.87,2022-07-15 10:22:44,Union Bank,SBI,UPI,Investment,No
TXN000584,ACC62060463,P0021,ACC18979241,P0033,445933.6,2022-12-15 20:02:43,PNB,Union Bank,Wire,Business Payment,No
TXN000585,ACC80073291,P0025,ACC57816281,P0020,353975.84,2023-12-29 08:16:02,Kotak,PNB,Cash Deposit,Unknown,No
TXN000586,ACC83189524,P0022,ACC81751708,P0017,1901.13,2024-02-10 04:59:14,PNB,SBI,RTGS,Investment,Yes
TXN000587,ACC24346658,P0080,ACC21599659,P0023,1959.35,2024-02-01 01:37:40,Union Bank,Union Bank,Cash Deposit,Investment,Yes
TXN000588,ACC10446705,P0013,ACC55658290,P0028,411933.45,2023-03-13 16:18:16,Canara,Union Bank,Cash Deposit,Service Fee,No
TXN000589,ACC65777619,P0006,ACC22881862,P0043,4187.31,2022-03-09 13:13:08,PNB,Union Bank,RTGS,Service Fee,No
TXN000590,ACC87402122,P0090,ACC99198449,P0039,20978.03,2023-09-08 22:42:09,Union Bank,Axis,NEFT,Unknown,No
TXN000591,ACC99198449,P0039,ACC48759195,P0009,199142.03,2023-10-20 05:52:14,Axis,ICICI,IMPS,Business Payment,No
TXN000592,ACC83847719,P0068,ACC70571332,P0015,871158.38,2024-03-27 12:01:29,Axis,Kotak,IMPS,Service Fee,No
TXN000593,ACC94669760,P0085,ACC26072981,P0047,205419.61,2023-07-12 09:41:05,Union Bank,Kotak,Wire,Unknown,No
TXN000594,ACC28373284,P0076,ACC25216365,P0015,2488.79,2023-06-10 21:06:25,HDFC,Kotak,NEFT,Personal Transfer,No
TXN000595,ACC49386369,P0051,ACC39315551,P0086,45021.16,2023-12-12 15:51:28,Kotak,SBI,Wire,Personal Transfer,Yes
TXN000596,ACC80073291,P0025,ACC87622366,P0097,2322.81,2024-04-11 04:27:54,PNB,SBI,Cash Deposit,Goods Purchase,Yes
TXN000597,ACC83291553,P0070,ACC61979251,P0035,1024.59,2023-09-07 23:24:26,Canara,Canara,NEFT,Business Payment,No
TXN000598,ACC76878955,P0057,ACC98301804,P0071,17504.82,2024-03-23 04:08:43,Axis,Kotak,Cash Deposit,Unknown,Yes
TXN000599,ACC82788896,P0010,ACC77171016,P0016,14394.05,2023-03-08 15:22:39,SBI,HDFC,UPI,Service Fee,No
TXN000600,ACC77171016,P0016,ACC53990376,P0060,416413.61,2022-01-28 19:10:13,Axis,PNB,NEFT,Investment,No
TXN000601,ACC49935956,P0071,ACC87364623,P0065,2454.26,2022-04-23 17:24:15,Union Bank,ICICI,UPI,Personal Transfer,No
TXN000602,ACC34510701,P0065,ACC83677009,P0069,33516.76,2023-05-13 21:28:24,Kotak,HDFC,IMPS,Unknown,No
TXN000603,ACC65777619,P0006,ACC55462982,P0040,4672.82,2022-07-03 23:51:21,PNB,HDFC,Wire,Goods Purchase,No
TXN000604,ACC82085863,P0050,ACC50292848,P0052,16511.81,2023-07-01 17:14:36,SBI,Kotak,UPI,Service Fee,No
TXN000605,ACC22881862,P0043,ACC25216365,P0015,1637.11,2023-01-18 21:30:18,Axis,ICICI,IMPS,Business Payment,No
TXN000606,ACC14359404,P0048,ACC34847621,P0083,25995.05,2024-06-14 22:00:18,SBI,PNB,IMPS,Personal Transfer,No
TXN000607,ACC42022542,P0088,ACC74018781,P0078,73295.39,2023-05-30 01:03:06,Union Bank,Axis,NEFT,Loan Repayment,No
TXN000608,ACC74591190,P0018,ACC53990376,P0060,1222071.63,2022-06-24 20:06:51,SBI,Union Bank,Cash Deposit,Business Payment,Yes
TXN000609,ACC21007045,P0082,ACC22352071,P0020,333887.81,2022-05-12 10:48:29,SBI,Canara,Wire,Unknown,No
TXN000610,ACC55658290,P0028,ACC19227140,P0076,4198.86,2023-01-17 08:11:45,Axis,SBI,UPI,Business Payment,No
TXN000611,ACC61979251,P0035,ACC36724504,P0036,244281.75,2023-12-14 00:43:20,ICICI,ICICI,IMPS,Goods Purchase,No
TXN000612,ACC22352071,P0020,ACC28377021,P0053,233985.95,2022-03-19 08:20:47,ICICI,SBI,NEFT,Service Fee,No
TXN000613,ACC28373284,P0076,ACC84300929,P0046,38308.49,2022-10-12 01:02:20,Axis,ICICI,RTGS,Goods Purchase,No
TXN000614,ACC30880066,P0012,ACC83847719,P0068,2200.01,2024-05-20 02:07:48,Axis,Kotak,Cash Deposit,Loan Repayment,No
TXN000615,ACC72207404,P0042,ACC62060463,P0021,1365.99,2024-03-26 06:10:15,Kotak,PNB,UPI,Goods Purchase,No
TXN000616,ACC28444834,P0061,ACC80073291,P0025,229877.51,2023-09-17 14:27:50,SBI,ICICI,IMPS,Unknown,Yes
TXN000617,ACC88960861,P0077,ACC19227140,P0076,74528.94,2022-09-11 13:48:29,Union Bank,Axis,IMPS,Goods Purchase,Yes
TXN000618,ACC44225424,P0100,ACC87364623,P0065,1298.06,2022-12-09 22:11:24,Canara,PNB,IMPS,Unknown,No
TXN000619,ACC52556000,P0049,ACC32732400,P0087,3938.14,2023-09-27 13:26:19,HDFC,Kotak,UPI,Service Fee,No
TXN000620,ACC10998284,P0041,ACC84300929,P0046,932815.39,2024-03-07 08:59:48,Canara,Canara,Wire,Loan Repayment,No
TXN000621,ACC80458179,P0061,ACC99198449,P0039,364869.37,2024-02-05 07:09:18,Axis,Canara,UPI,Unknown,No
TXN000622,ACC47670632,P0055,ACC83189524,P0022,1795116.93,2022-07-21 23:40:35,Axis,PNB,IMPS,Personal Transfer,No
TXN000623,ACC66394418,P0074,ACC44225424,P0100,1366626.73,2024-03-14 03:25:46,ICICI,Kotak,Cash Deposit,Investment,Yes
TXN000624,ACC85351481,P0044,ACC26730079,P0099,4042.98,2022-04-14 12:57:50,Axis,Union Bank,NEFT,Business Payment,No
TXN000625,ACC49234073,P0005,ACC10709540,P0089,26329.27,2024-03-04 00:06:17,Canara,Union Bank,Cash Deposit,Goods Purchase,No
TXN000626,ACC94767925,P0027,ACC83291553,P0070,103021.08,2023-02-12 06:37:49,Kotak,Union Bank,UPI,Personal Transfer,No
TXN000627,ACC15226275,P0051,ACC55658290,P0028,334775.59,2022-12-19 12:13:58,Axis,HDFC,UPI,Personal Transfer,Yes
TXN000628,ACC47670632,P0055,ACC12777085,P0003,1468.54,2023-11-15 03:11:41,Canara,Canara,Wire,Loan Repayment,Yes
TXN000629,ACC34847621,P0083,ACC47352869,P0019,25317.4,2022-08-12 10:14:38,HDFC,SBI,NEFT,Investment,No
TXN000630,ACC18979241,P0033,ACC54799885,P0064,30704.86,2023-08-05 19:17:46,SBI,HDFC,RTGS,Personal Transfer,No
TXN000631,ACC82085863,P0050,ACC55462982,P0040,34964.76,2023-12-04 08:34:50,HDFC,Kotak,NEFT,Service Fee,Yes
TXN000632,ACC26730079,P0099,ACC95641687,P0049,7793.44,2022-02-08 02:16:58,HDFC,HDFC,UPI,Business Payment,No
TXN000633,ACC74591190,P0018,ACC65777619,P0006,714.02,2022-06-04 16:35:53,Canara,Canara,NEFT,Investment,Yes
TXN000634,ACC31999265,P0008,ACC77171016,P0016,32099.98,2022-09-22 16:57:47,PNB,Kotak,Cash Deposit,Loan Repayment,No
TXN000635,ACC46245645,P0014,ACC99198449,P0039,1936.63,2023-05-13 18:06:13,Canara,SBI,NEFT,Loan Repayment,No
TXN000636,ACC62060463,P0021,ACC47352869,P0019,4058.22,2023-08-20 21:19:59,SBI,ICICI,IMPS,Investment,No
TXN000637,ACC93359286,P0031,ACC62135687,P0093,678846.65,2024-05-21 20:19:20,ICICI,Union Bank,Wire,Business Payment,Yes
TXN000638,ACC97069298,P0040,ACC74018781,P0078,941846.05,2022-07-12 19:04:15,HDFC,SBI,Wire,Investment,No
TXN000639,ACC93260889,P0023,ACC83677009,P0069,30991.79,2022-05-02 11:18:56,SBI,HDFC,Wire,Personal Transfer,No
TXN000640,ACC28444834,P0061,ACC55462982,P0040,23493.41,2023-02-02 02:26:35,Kotak,PNB,IMPS,Personal Transfer,No
TXN000641,ACC40434030,P0033,ACC10709540,P0089,50907.47,2023-05-14 23:51:04,Union Bank,Kotak,Cash Deposit,Unknown,No
TXN000642,ACC19227140,P0076,ACC49890367,P0070,3220.29,2022-02-01 11:06:37,PNB,Canara,UPI,Loan Repayment,No
TXN000643,ACC99198449,P0039,ACC20581573,P0066,27718.96,2023-04-05 20:46:05,Union Bank,ICICI,UPI,Investment,No
TXN000644,ACC87364623,P0065,ACC15467685,P0073,2151.31,2022-03-26 09:54:41,Kotak,HDFC,RTGS,Business Payment,No
TXN000645,ACC35172528,P0090,ACC46111036,P0075,4375.16,2024-06-16 00:00:40,Canara,Canara,Cash Deposit,Unknown,No
TXN000646,ACC82085863,P0050,ACC62060463,P0021,29133.44,2023-05-29 23:07:07,PNB,ICICI,RTGS,Personal Transfer,No
TXN000647,ACC97018401,P0100,ACC68035954,P0029,1304075.06,2022-12-01 04:33:12,PNB,Kotak,NEFT,Business Payment,No
TXN000648,ACC57816281,P0020,ACC48759195,P0009,29941.02,2023-01-17 03:45:07,Axis,PNB,Wire,Business Payment,No
TXN000649,ACC36724504,P0036,ACC50241177,P0058,47465.56,2024-04-25 00:50:59,Canara,Kotak,NEFT,Goods Purchase,No
TXN000650,ACC78408689,P0088,ACC82788896,P0010,3194.58,2024-05-21 02:01:57,Kotak,HDFC,Cash Deposit,Loan Repayment,No
TXN000651,ACC28222781,P0045,ACC55626134,P0055,847.41,2023-11-03 08:18:30,Canara,Union Bank,IMPS,Goods Purchase,No
TXN000652,ACC44225424,P0100,ACC48759195,P0009,33870.17,2022-01-24 12:14:48,PNB,Union Bank,Cash Deposit,Goods Purchase,No
TXN000653,ACC21438741,P0042,ACC86371930,P0084,646020.32,2022-09-14 07:52:46,Canara,SBI,IMPS,Service Fee,No
TXN000654,ACC97018401,P0100,ACC13509495,P0059,402911.53,2023-12-16 00:34:48,Kotak,ICICI,Cash Deposit,Goods Purchase,No
TXN000655,ACC46111036,P0075,ACC88960861,P0077,1840794.67,2022-01-16 12:04:46,SBI,Canara,IMPS,Investment,No
TXN000656,ACC89575745,P0045,ACC22881862,P0043,564846.93,2022-11-22 04:28:26,HDFC,Axis,UPI,Goods Purchase,Yes
TXN000657,ACC70571332,P0015,ACC47670632,P0055,3144.86,2023-06-09 08:12:30,Canara,ICICI,Wire,Unknown,No
TXN000658,ACC60946520,P0054,ACC52556000,P0049,274503.71,2024-04-01 00:34:18,ICICI,Axis,Wire,Personal Transfer,No
TXN000659,ACC40434030,P0033,ACC97069298,P0040,5214.53,2022-11-12 03:46:21,PNB,Axis,UPI,Unknown,No
TXN000660,ACC53990376,P0060,ACC89291824,P0096,2021.16,2023-01-29 05:53:31,Canara,SBI,RTGS,Loan Repayment,No
TXN000661,ACC47113201,P0067,ACC43229057,P0082,145802.71,2023-11-23 19:18:22,ICICI,Axis,NEFT,Loan Repayment,Yes
TXN000662,ACC94767925,P0027,ACC80837586,P0094,1742208.99,2023-02-06 05:57:56,HDFC,Union Bank,RTGS,Business Payment,No
TXN000663,ACC60946520,P0054,ACC38502474,P0030,630519.3,2023-07-09 05:57:07,PNB,Axis,Cash Deposit,Personal Transfer,No
TXN000664,ACC83677009,P0069,ACC99198449,P0039,49573.3,2024-04-19 11:48:02,Axis,HDFC,RTGS,Unknown,No
TXN000665,ACC80192532,P0089,ACC95768162,P0011,40110.58,2022-02-16 13:06:42,SBI,HDFC,Cash Deposit,Personal Transfer,No
TXN000666,ACC97069298,P0040,ACC83847719,P0068,3285.48,2022-03-01 20:01:11,PNB,Canara,NEFT,Investment,No
TXN000667,ACC61979251,P0035,ACC23438230,P0062,176347.84,2022-12-29 19:19:00,Union Bank,ICICI,RTGS,Business Payment,No
TXN000668,ACC22771791,P0063,ACC55462982,P0040,1476334.35,2023-04-22 17:49:04,Kotak,PNB,UPI,Loan Repayment,No
TXN000669,ACC50292848,P0052,ACC28222781,P0045,103221.38,2022-07-20 21:39:44,HDFC,HDFC,Wire,Investment,No
TXN000670,ACC19227140,P0076,ACC46111036,P0075,1488250.15,2022-03-10 04:01:50,ICICI,HDFC,Wire,Goods Purchase,No
TXN000671,ACC39315551,P0086,ACC44225424,P0100,34798.14,2022-05-16 07:04:43,HDFC,Canara,UPI,Goods Purchase,Yes
TXN000672,ACC24346658,P0080,ACC65777619,P0006,42165.75,2022-05-19 04:12:43,Union Bank,HDFC,Cash Deposit,Loan Repayment,Yes
TXN000673,ACC64017185,P0030,ACC77171016,P0016,336091.51,2023-03-01 07:58:31,HDFC,HDFC,IMPS,Service Fee,No
TXN000674,ACC81264557,P0056,ACC36724504,P0036,385905.94,2024-03-02 07:36:48,ICICI,Axis,Wire,Goods Purchase,No
TXN000675,ACC99198449,P0039,ACC55658290,P0028,1253307.27,2023-01-25 19:13:08,Union Bank,Kotak,NEFT,Investment,Yes
TXN000676,ACC70788473,P0037,ACC10709540,P0089,30655.61,2023-06-21 04:02:06,HDFC,Kotak,Wire,Service Fee,No
TXN000677,ACC49890367,P0070,ACC52723076,P0064,24258.66,2024-06-11 11:04:51,ICICI,Union Bank,RTGS,Loan Repayment,No
TXN000678,ACC22771791,P0063,ACC10998284,P0041,1751634.12,2022-11-18 12:39:30,Canara,Kotak,Cash Deposit,Investment,Yes
TXN000679,ACC60946520,P0054,ACC19227140,P0076,410976.31,2024-04-30 03:01:19,Canara,ICICI,IMPS,Business Payment,No
TXN000680,ACC81780879,P0026,ACC46111036,P0075,1971.46,2024-06-06 13:49:08,Union Bank,Canara,Wire,Investment,No
TXN000681,ACC22881862,P0043,ACC50241177,P0058,312938.06,2024-06-06 04:04:08,HDFC,Kotak,UPI,Service Fee,No
TXN000682,ACC42963378,P0002,ACC61979251,P0035,1163.05,2022-10-21 11:31:46,Union Bank,ICICI,IMPS,Business Payment,Yes
TXN000683,ACC28377021,P0053,ACC10446705,P0013,2565.3,2022-10-27 14:35:43,ICICI,Axis,RTGS,Investment,No
TXN000684,ACC42152047,P0013,ACC82085863,P0050,1100301.56,2022-01-13 12:12:26,Axis,ICICI,Cash Deposit,Investment,No
TXN000685,ACC42963378,P0002,ACC93260889,P0023,803.14,2024-06-28 23:43:33,Kotak,Kotak,RTGS,Investment,No
TXN000686,ACC26730079,P0099,ACC86630175,P0038,1177038.29,2022-01-24 16:10:44,Canara,Union Bank,Wire,Goods Purchase,No
TXN000687,ACC86630175,P0038,ACC83677009,P0069,354730.28,2023-03-22 19:08:01,PNB,Canara,IMPS,Unknown,No
TXN000688,ACC21599659,P0023,ACC53246831,P0035,32973.42,2023-01-19 01:52:41,SBI,HDFC,NEFT,Loan Repayment,No
TXN000689,ACC98301804,P0071,ACC93260889,P0023,2638.37,2023-07-08 01:13:33,SBI,Kotak,IMPS,Goods Purchase,No
TXN000690,ACC46245645,P0014,ACC17370298,P0052,206856.93,2022-03-19 21:13:53,PNB,Axis,Cash Deposit,Goods Purchase,No
TXN000691,ACC49386369,P0051,ACC41931968,P0091,3405.77,2022-07-21 01:39:40,SBI,HDFC,UPI,Unknown,No
TXN000692,ACC83677009,P0069,ACC17370298,P0052,2513.2,2022-04-04 19:02:09,Union Bank,HDFC,UPI,Unknown,Yes
TXN000693,ACC86630175,P0038,ACC27000208,P0087,1273935.34,2023-03-11 16:27:07,HDFC,Union Bank,UPI,Investment,No
TXN000694,ACC62135687,P0093,ACC70788473,P0037,79552.8,2024-06-04 00:21:34,Axis,PNB,RTGS,Loan Repayment,No
TXN000695,ACC43424331,P0098,ACC70571332,P0015,247879.24,2022-09-10 11:15:15,ICICI,Kotak,RTGS,Investment,No
TXN000696,ACC55658290,P0028,ACC22352071,P0020,2606.56,2023-11-29 10:34:52,Kotak,Canara,UPI,Unknown,No
TXN000697,ACC99198449,P0039,ACC42963378,P0002,52907.03,2022-07-29 05:57:52,Union Bank,ICICI,UPI,Service Fee,No
TXN000698,ACC88960861,P0077,ACC10998284,P0041,1647.71,2022-06-18 10:08:55,PNB,Kotak,UPI,Business Payment,No
TXN000699,ACC42963378,P0002,ACC26730079,P0099,1302756.31,2022-05-09 23:53:00,Union Bank,Axis,Cash Deposit,Service Fee,No
TXN000700,ACC27000208,P0087,ACC73124701,P0086,477556.89,2022-05-24 10:08:44,Union Bank,Canara,RTGS,Business Payment,Yes
TXN000701,ACC46245645,P0014,ACC12777085,P0003,82932.51,2022-05-25 06:18:43,Kotak,Union Bank,RTGS,Goods Purchase,No
TXN000702,ACC54799885,P0064,ACC27000208,P0087,1204476.59,2022-05-04 21:37:37,Union Bank,HDFC,UPI,Loan Repayment,Yes
TXN000703,ACC74018781,P0078,ACC54799885,P0064,943993.45,2023-06-21 07:12:18,Kotak,SBI,NEFT,Unknown,No
TXN000704,ACC23900847,P0029,ACC93359286,P0031,1979620.32,2023-11-30 22:23:12,Union Bank,Axis,Wire,Personal Transfer,No
TXN000705,ACC47352869,P0019,ACC81751708,P0017,3921.08,2023-01-06 22:18:30,Axis,Canara,NEFT,Service Fee,No
TXN000706,ACC28444834,P0061,ACC42022542,P0088,4048.66,2024-02-03 22:06:02,HDFC,Canara,Wire,Service Fee,No
TXN000707,ACC46111036,P0075,ACC12777085,P0003,6471.35,2023-11-17 08:54:29,PNB,Union Bank,Cash Deposit,Service Fee,No
TXN000708,ACC10998284,P0041,ACC50241177,P0058,1800.6,2023-09-07 05:06:18,Canara,Union Bank,Cash Deposit,Business Payment,No
TXN000709,ACC83291553,P0070,ACC28222781,P0045,1977426.78,2024-05-23 09:43:53,Axis,ICICI,NEFT,Personal Transfer,No
TXN000710,ACC42022542,P0088,ACC94767925,P0027,23345.07,2022-11-14 12:34:21,Kotak,ICICI,Wire,Investment,No
TXN000711,ACC28377021,P0053,ACC20694051,P0001,6547.22,2022-01-22 17:25:42,SBI,HDFC,IMPS,Goods Purchase,No
TXN000712,ACC44654107,P0004,ACC50241177,P0058,6083.95,2023-05-23 03:25:41,Axis,SBI,Wire,Goods Purchase,No
TXN000713,ACC85351481,P0044,ACC50241177,P0058,43025.71,2024-04-11 00:05:58,SBI,SBI,Wire,Business Payment,Yes
TXN000714,ACC10446705,P0013,ACC80837586,P0094,4193.4,2024-01-15 00:51:19,SBI,ICICI,Cash Deposit,Goods Purchase,No
TXN000715,ACC28444834,P0061,ACC15226275,P0051,790.11,2023-09-29 23:14:03,Kotak,Axis,Wire,Investment,No
TXN000716,ACC28373284,P0076,ACC47352869,P0019,1590.99,2023-06-09 02:08:08,Canara,HDFC,IMPS,Service Fee,Yes
TXN000717,ACC55626134,P0055,ACC34847621,P0083,396096.6,2024-01-06 07:04:53,HDFC,SBI,IMPS,Goods Purchase,Yes
TXN000718,ACC97069298,P0040,ACC28222781,P0045,804204.5,2023-09-26 16:18:08,HDFC,HDFC,Wire,Loan Repayment,No
TXN000719,ACC28373284,P0076,ACC22881862,P0043,2634.67,2023-02-20 15:27:30,HDFC,Union Bank,UPI,Investment,No
TXN000720,ACC28281865,P0095,ACC43424331,P0098,467076.63,2022-01-26 02:46:41,Canara,ICICI,UPI,Investment,No
TXN000721,ACC38502474,P0030,ACC61979251,P0035,2413.01,2023-08-07 22:44:12,Union Bank,Canara,NEFT,Investment,No
TXN000722,ACC18979241,P0033,ACC61979251,P0035,2976.34,2023-04-20 09:37:37,Axis,PNB,Cash Deposit,Unknown,No
TXN000723,ACC36061115,P0026,ACC13509495,P0059,1150751.16,2023-01-25 09:01:35,Axis,PNB,Wire,Unknown,No
TXN000724,ACC50241177,P0058,ACC67237068,P0007,936363.21,2022-04-22 12:21:30,Axis,HDFC,RTGS,Unknown,No
TXN000725,ACC49935956,P0071,ACC54799885,P0064,248630.54,2023-06-23 13:02:03,PNB,SBI,NEFT,Goods Purchase,Yes
TXN000726,ACC61979251,P0035,ACC95641687,P0049,1921841.23,2022-12-24 20:29:03,Axis,SBI,RTGS,Unknown,No
TXN000727,ACC44654107,P0004,ACC29570681,P0024,519789.14,2024-05-05 20:02:31,Kotak,ICICI,Cash Deposit,Service Fee,No
TXN000728,ACC64176956,P0072,ACC22771791,P0063,13152.12,2024-04-20 03:40:35,SBI,Canara,RTGS,Business Payment,No
TXN000729,ACC10709540,P0089,ACC14882771,P0037,759141.62,2023-10-29 22:27:08,Kotak,Union Bank,IMPS,Personal Transfer,No
TXN000730,ACC50292848,P0052,ACC65777619,P0006,447858.31,2022-11-09 12:42:38,PNB,Canara,Wire,Service Fee,No
TXN000731,ACC26072981,P0047,ACC30880066,P0012,271826.07,2022-09-17 11:14:16,PNB,HDFC,IMPS,Investment,No
TXN000732,ACC44225424,P0100,ACC87622366,P0097,467365.31,2023-06-03 06:50:18,Axis,PNB,Wire,Unknown,No
TXN000733,ACC38502474,P0030,ACC22477883,P0074,490386.83,2022-09-04 04:01:55,Union Bank,Union Bank,IMPS,Unknown,No
TXN000734,ACC42963378,P0002,ACC35172528,P0090,1825732.64,2024-02-29 19:35:13,Kotak,Kotak,RTGS,Service Fee,No
TXN000735,ACC80458179,P0061,ACC87622366,P0097,642.53,2023-01-05 23:02:38,ICICI,Kotak,UPI,Investment,No
TXN000736,ACC12777085,P0003,ACC10446705,P0013,17616.38,2023-08-04 01:44:29,Union Bank,Axis,Wire,Investment,No
TXN000737,ACC76878955,P0057,ACC82085863,P0050,3357.21,2022-09-05 17:59:01,HDFC,Canara,RTGS,Loan Repayment,Yes
TXN000738,ACC54799885,P0064,ACC93260889,P0023,360107.45,2022-12-18 00:42:11,HDFC,Kotak,RTGS,Loan Repayment,No
TXN000739,ACC25216365,P0015,ACC94767925,P0027,31848.13,2024-04-24 07:48:31,PNB,Axis,NEFT,Service Fee,No
TXN000740,ACC93260889,P0023,ACC55658290,P0028,20866.68,2023-02-15 11:11:56,Union Bank,Kotak,RTGS,Unknown,No
TXN000741,ACC83677009,P0069,ACC84820714,P0034,1285358.87,2022-08-17 16:12:35,PNB,PNB,IMPS,Loan Repayment,No
TXN000742,ACC14359404,P0048,ACC88960861,P0077,40918.38,2022-11-28 03:05:30,Kotak,PNB,IMPS,Loan Repayment,No
TXN000743,ACC21007045,P0082,ACC31999265,P0008,4657.13,2023-03-02 14:12:15,Union Bank,Kotak,UPI,Business Payment,No
TXN000744,ACC47352869,P0019,ACC50241177,P0058,21854.83,2024-02-19 13:16:56,HDFC,ICICI,UPI,Business Payment,Yes
TXN000745,ACC26072981,P0047,ACC80837586,P0094,1033.38,2023-08-27 19:59:03,Canara,Axis,NEFT,Unknown,No
TXN000746,ACC89575745,P0045,ACC49234073,P0005,4055.45,2023-03-23 23:31:03,Kotak,PNB,NEFT,Goods Purchase,No
TXN000747,ACC43424331,P0098,ACC55658290,P0028,1585362.44,2022-08-22 21:51:06,ICICI,Axis,IMPS,Service Fee,No
TXN000748,ACC28281865,P0095,ACC48759195,P0009,20487.03,2022-02-28 04:23:38,Axis,Canara,IMPS,Loan Repayment,No
TXN000749,ACC68035954,P0029,ACC97018401,P0100,883027.55,2023-01-06 11:28:24,Union Bank,ICICI,Cash Deposit,Unknown,No
TXN000750,ACC93260889,P0023,ACC34800234,P0060,1817.62,2023-06-18 22:12:41,Kotak,Axis,UPI,Unknown,No
TXN000751,ACC72207404,P0042,ACC74591190,P0018,1496708.67,2023-05-11 03:43:41,HDFC,PNB,NEFT,Investment,No
TXN000752,ACC21599659,P0023,ACC23941705,P0085,3222.3,2023-04-08 06:54:10,HDFC,Canara,RTGS,Goods Purchase,Yes
TXN000753,ACC74591190,P0018,ACC10446705,P0013,3790.19,2023-08-31 17:15:25,HDFC,PNB,UPI,Personal Transfer,No
TXN000754,ACC74018781,P0078,ACC27000208,P0087,1270767.16,2023-05-15 00:28:41,Kotak,PNB,Cash Deposit,Goods Purchase,Yes
TXN000755,ACC72451136,P0017,ACC83847719,P0068,7541.59,2022-01-07 04:49:41,Canara,Axis,Cash Deposit,Investment,Yes
TXN000756,ACC31999265,P0008,ACC97069298,P0040,205799.05,2023-05-31 12:28:48,Canara,SBI,RTGS,Goods Purchase,No
TXN000757,ACC82085863,P0050,ACC12777085,P0003,1112130.42,2023-11-27 11:19:40,HDFC,ICICI,RTGS,Service Fee,No
TXN000758,ACC43424331,P0098,ACC87402122,P0090,8398.26,2023-04-03 05:04:03,PNB,HDFC,RTGS,Personal Transfer,No
TXN000759,ACC20692205,P0069,ACC46245645,P0014,18972.7,2023-01-06 07:11:02,Axis,HDFC,Wire,Investment,Yes
TXN000760,ACC29570681,P0024,ACC66394418,P0074,1500.19,2023-10-27 22:30:15,Canara,SBI,UPI,Goods Purchase,Yes
TXN000761,ACC19985429,P0056,ACC32732400,P0087,2427.85,2022-09-21 22:45:06,SBI,Union Bank,NEFT,Investment,No
TXN000762,ACC74018781,P0078,ACC89575745,P0045,407424.67,2022-04-17 05:13:29,SBI,PNB,NEFT,Service Fee,No
TXN000763,ACC72451136,P0017,ACC95641687,P0049,1045052.94,2022-05-26 19:25:22,PNB,Canara,NEFT,Unknown,No
TXN000764,ACC21007045,P0082,ACC19227140,P0076,2743.32,2023-12-06 21:32:32,Canara,ICICI,UPI,Personal Transfer,Yes
TXN000765,ACC52723076,P0064,ACC64176956,P0072,1072524.16,2023-07-11 07:01:23,PNB,Union Bank,RTGS,Investment,No
TXN000766,ACC14882771,P0037,ACC26730079,P0099,4307.3,2022-06-19 23:08:13,Kotak,Canara,NEFT,Loan Repayment,No
TXN000767,ACC98301804,P0071,ACC83677009,P0069,1291.59,2022-03-15 14:26:49,HDFC,Kotak,RTGS,Goods Purchase,No
TXN000768,ACC83847719,P0068,ACC61979251,P0035,1985524.96,2022-08-01 13:16:30,SBI,Kotak,UPI,Loan Repayment,No
TXN000769,ACC87622366,P0097,ACC49890367,P0070,45607.73,2022-01-04 00:17:34,Axis,Union Bank,Wire,Unknown,No
TXN000770,ACC64176956,P0072,ACC21438741,P0042,8544.11,2024-03-09 22:38:07,ICICI,Union Bank,NEFT,Investment,No
TXN000771,ACC72207404,P0042,ACC15226275,P0051,45852.93,2023-08-16 03:05:34,Union Bank,ICICI,RTGS,Unknown,No
TXN000772,ACC15226275,P0051,ACC39315551,P0086,671319.07,2023-10-30 01:54:52,Union Bank,PNB,Wire,Investment,Yes
TXN000773,ACC62135687,P0093,ACC55728427,P0047,4246.84,2022-11-20 05:59:55,ICICI,HDFC,UPI,Business Payment,No
TXN000774,ACC15226275,P0051,ACC26730079,P0099,4341.5,2023-07-21 19:34:42,HDFC,SBI,UPI,Business Payment,No
TXN000775,ACC97069298,P0040,ACC76878955,P0057,2328.72,2022-06-22 19:29:23,PNB,Union Bank,RTGS,Goods Purchase,No
TXN000776,ACC83189524,P0022,ACC46111036,P0075,3185.08,2022-04-01 18:53:57,Axis,SBI,UPI,Unknown,No
TXN000777,ACC30880066,P0012,ACC21599659,P0023,615289.61,2022-12-23 06:50:43,ICICI,HDFC,UPI,Personal Transfer,No
TXN000778,ACC46111036,P0075,ACC31782481,P0024,261592.9,2022-10-02 18:02:48,SBI,Kotak,Wire,Unknown,No
TXN000779,ACC28222781,P0045,ACC73124701,P0086,387380.79,2023-05-31 07:21:44,Canara,Axis,Wire,Unknown,Yes
TXN000780,ACC44225424,P0100,ACC29570681,P0024,43277.51,2022-05-29 10:49:57,PNB,HDFC,UPI,Service Fee,No
TXN000781,ACC70571332,P0015,ACC61979251,P0035,80045.99,2024-05-02 15:55:26,ICICI,HDFC,Wire,Personal Transfer,No
TXN000782,ACC15467685,P0073,ACC48759195,P0009,154971.94,2022-09-22 03:52:13,Kotak,PNB,RTGS,Business Payment,No
TXN000783,ACC49890367,P0070,ACC55462982,P0040,1657718.7,2023-09-05 12:33:42,PNB,SBI,Wire,Unknown,No
