call_id,caller_number,callee_number,datetime,duration_sec,call_type,tower_city
CL00324,+918021908455,+918847692041,2022-06-27 23:32:07,777,Voice,Pune
CL00325,+917220959215,+918415818695,2022-05-14 05:37:54,527,Voice,Kolkata
CL00326,+918097447932,+917346992476,2022-02-10 04:59:20,1227,Voice,Nagpur
CL00327,+917464794418,+919869245055,2024-03-19 18:35:22,154,Signal,Lucknow
CL00328,+918342278523,+918847692041,2023-06-18 02:50:32,331,Telegram,Lucknow
CL00329,+919961852565,+917225953184,2022-04-05 11:14:56,441,Signal,Kolkata
CL00330,+919432330583,+919179320310,2022-08-12 19:33:30,1154,Voice,Mumbai
CL00331,+918327079104,+917195066088,2022-09-04 20:39:58,1277,WhatsApp,Delhi
CL00332,+919635277155,+917923988689,2024-03-26 03:24:16,1111,Signal,Delhi
CL00333,+918843761970,+917131671246,2023-06-11 16:28:31,94,Signal,Bhopal
CL00334,+919795665767,+919635277155,2023-06-11 02:06:10,1588,Voice,Bhopal
CL00335,+917749459431,+917981372436,2023-11-18 20:49:13,1776,Telegram,Indore
CL00336,+918925327382,+918847136322,2023-07-05 22:56:47,1592,Telegram,Bhopal
CL00337,+918538638860,+917346992476,2022-01-25 14:45:21,82,Voice,Mumbai
CL00338,+917621430136,+919565778475,2024-03-24 08:35:04,1182,WhatsApp,Chennai
CL00339,+919653594796,+918464137110,2023-04-07 20:25:27,652,Voice,Pune
CL00340,+919641863774,+919654827789,2022-01-07 20:46:39,134,Voice,Surat
CL00341,+918538638860,+917779130936,2023-05-30 03:18:50,1409,Signal,Ahmedabad
CL00342,+917544423789,+919578741716,2024-02-23 14:24:25,1688,Voice,Jaipur
CL00343,+917637088959,+919654827789,2022-08-14 04:47:25,1636,Signal,Bhopal
CL00344,+918830831254,+919820660931,2023-11-25 23:41:23,27,WhatsApp,Mumbai
CL00345,+917633740357,+919746601166,2023-08-10 19:25:34,1126,Voice,Chennai
CL00346,+917981372436,+918327079104,2022-08-05 13:57:41,1748,WhatsApp,Bangalore
CL00347,+918847692041,+918342278523,2023-09-24 08:12:07,376,Voice,Indore
CL00348,+917454678712,+917907243029,2023-10-23 17:04:18,1380,Voice,Chennai
CL00349,+919045460840,+919367966782,2024-01-14 18:31:21,736,WhatsApp,Bhopal
CL00350,+917288335378,+919045460840,2022-10-19 19:04:57,401,Signal,Jaipur
CL00351,+917947119487,+917112759345,2023-09-24 21:19:44,1201,WhatsApp,Ahmedabad
CL00352,+919823273703,+918843023757,2023-03-15 05:00:20,509,WhatsApp,Surat
CL00353,+919912923661,+918816499958,2024-05-10 11:08:43,1506,Signal,Jaipur
CL00354,+917907243029,+917195066088,2023-01-03 09:31:35,227,WhatsApp,Bhopal
CL00355,+919529104043,+917220959215,2024-05-29 04:57:34,407,Signal,Surat
CL00356,+918021908455,+917540838949,2024-05-19 16:40:01,1669,Telegram,Nagpur
CL00357,+918947762953,+918000721711,2023-07-19 08:34:57,1110,Telegram,Bhopal
CL00358,+918905085701,+919823273703,2023-02-06 07:57:49,1212,Signal,Bangalore
CL00359,+917907243029,+917181686832,2023-06-07 02:25:23,1033,Voice,Bhopal
CL00360,+917366637148,+919514122177,2024-02-15 16:08:28,331,WhatsApp,Ahmedabad
CL00361,+919946766309,+918632978535,2023-01-03 01:14:48,1003,WhatsApp,Mumbai
CL00362,+918415818695,+917609346980,2022-08-28 01:42:13,1065,Signal,Pune
CL00363,+918243165953,+919574081104,2024-06-21 01:02:41,668,Voice,Surat
CL00364,+919749387529,+918816499958,2024-05-04 23:16:37,1119,WhatsApp,Pune
CL00365,+917394096254,+919823273703,2023-08-25 20:57:53,164,Signal,Pune
CL00366,+918607610633,+918843761970,2023-02-20 11:52:55,711,Telegram,Nagpur
CL00367,+918632978535,+919746601166,2023-05-29 04:28:10,476,Voice,Lucknow
CL00368,+917220959215,+918947762953,2022-06-03 05:10:23,1237,Voice,Bhopal
CL00369,+917655579180,+919843005049,2024-04-10 10:46:07,991,Telegram,Jaipur
CL00370,+917981372436,+918181184718,2023-10-25 13:01:15,93,WhatsApp,Ahmedabad
CL00371,+918181184718,+917261243105,2023-10-07 16:02:57,1177,WhatsApp,Delhi
CL00372,+919514122177,+919412411754,2022-07-04 16:25:38,1159,Voice,Surat
CL00373,+919578741716,+917748381742,2022-08-10 14:38:30,1781,Telegram,Bangalore
CL00374,+918342278523,+917350389989,2023-09-08 04:50:37,1685,WhatsApp,Ahmedabad
CL00375,+917334417350,+918415818695,2022-06-21 23:43:21,933,Voice,Hyderabad
CL00376,+917394096254,+918615742667,2022-05-16 03:01:12,1075,Telegram,Indore
CL00377,+918905085701,+917488120041,2022-07-01 15:57:39,1233,Voice,Nagpur
CL00378,+919654827789,+917181686832,2024-02-10 03:05:30,1355,WhatsApp,Ahmedabad
CL00379,+917378514962,+919756099698,2024-03-04 21:41:27,1074,Telegram,Kolkata
CL00380,+919559721644,+918394868732,2023-03-16 07:51:30,1622,Telegram,Kolkata
CL00381,+919045460840,+918173242669,2022-05-18 08:30:49,481,Voice,Chennai
CL00382,+918875662813,+919653594796,2022-09-21 06:00:45,1527,Voice,Ahmedabad
CL00383,+919749387529,+919641863774,2023-06-17 00:24:41,425,Signal,Pune
CL00384,+919432330583,+919204340231,2022-06-08 13:41:37,524,Signal,Indore
CL00385,+919961852565,+918173242669,2023-08-02 11:39:17,1398,Telegram,Nagpur
CL00386,+918847136322,+917350389989,2023-07-20 17:30:11,763,Telegram,Chennai
CL00387,+919389142017,+918327079104,2024-03-03 22:25:47,287,Voice,Surat
CL00388,+917655579180,+917195066088,2024-03-12 22:10:06,444,Telegram,Nagpur
CL00389,+919978436070,+917454678712,2023-09-21 22:43:45,111,WhatsApp,Pune
CL00390,+919746601166,+919259520140,2024-04-23 04:30:59,1234,Telegram,Mumbai
CL00391,+917749459431,+918415818695,2022-08-16 11:05:38,82,Telegram,Pune
CL00392,+919749387529,+918341957809,2023-12-30 19:03:49,1684,WhatsApp,Bhopal
CL00393,+917309561891,+919090071756,2022-01-11 06:54:42,1651,Signal,Hyderabad
CL00394,+917889734128,+917334417350,2023-06-13 22:14:39,352,Voice,Kolkata
CL00395,+917366637148,+919756099698,2022-06-11 02:17:49,823,Signal,Bhopal
CL00396,+919437795758,+917225953184,2023-08-24 06:33:00,1514,Voice,Mumbai
CL00397,+917454678712,+919578741716,2024-01-14 17:58:37,717,Signal,Indore
CL00398,+918816499958,+918607610633,2023-09-13 06:29:59,832,Voice,Chennai
CL00399,+918635971911,+919653594796,2023-06-03 03:35:04,1035,Signal,Kolkata
CL00400,+919163970710,+919472866768,2022-09-21 17:52:50,1182,Signal,Surat
CL00401,+919263164755,+917394096254,2023-07-31 15:49:15,1556,Signal,Nagpur
CL00402,+917877990647,+919380304322,2023-05-09 03:16:04,788,WhatsApp,Bhopal
CL00403,+917655579180,+918843023757,2023-02-27 11:33:34,24,Signal,Hyderabad
CL00404,+918341957809,+919259520140,2023-02-13 21:47:52,705,Voice,Lucknow
CL00405,+919565778475,+917033199694,2022-11-18 11:13:57,1179,Signal,Bangalore
CL00406,+917491404673,+918705407682,2024-01-25 06:15:47,500,Signal,Hyderabad
CL00407,+917655579180,+917923517027,2024-05-04 07:53:39,734,WhatsApp,Nagpur
CL00408,+919204340231,+919641863774,2022-03-22 21:42:31,1262,Voice,Nagpur
CL00409,+917378514962,+917633740357,2024-05-18 15:23:39,650,Telegram,Ahmedabad
CL00410,+918816499958,+919869245055,2022-07-07 16:17:25,459,WhatsApp,Delhi
CL00411,+917494665880,+918173242669,2023-05-05 17:02:32,716,Telegram,Indore
CL00412,+918635971911,+917877990647,2022-05-04 22:33:29,651,Voice,Delhi
CL00413,+917981372436,+917923988689,2023-08-18 03:20:23,1259,Signal,Bangalore
CL00414,+917454678712,+918415818695,2022-08-31 08:30:39,707,Signal,Bangalore
CL00415,+918705407682,+918173242669,2022-08-04 13:44:48,767,Signal,Indore
CL00416,+919560761628,+917220959215,2023-04-07 05:36:08,1184,WhatsApp,Indore
CL00417,+919045460840,+918518692176,2024-04-03 07:35:27,1758,Telegram,Hyderabad
CL00418,+919946766309,+918905085701,2023-04-30 00:11:26,1028,WhatsApp,Indore
CL00419,+918843761970,+919654827789,2024-01-08 10:50:31,619,Signal,Lucknow
CL00420,+917012178595,+919437795758,2022-04-12 22:10:03,446,Signal,Jaipur
CL00421,+917488120041,+917947119487,2024-02-02 10:16:23,742,Signal,Kolkata
CL00422,+917881351238,+917350389989,2022-05-05 11:55:43,1245,WhatsApp,Ahmedabad
CL00423,+919961852565,+918635971911,2024-03-10 09:22:20,1383,Telegram,Nagpur
CL00424,+917195066088,+919529104043,2023-01-26 19:18:29,1298,WhatsApp,Indore
CL00425,+919514122177,+919978436070,2023-03-08 20:39:36,833,Voice,Mumbai
CL00426,+918181184718,+917774881143,2022-08-22 10:20:41,601,Signal,Ahmedabad
CL00427,+919437795758,+918518692176,2024-06-27 14:49:55,748,Telegram,Pune
CL00428,+919514122177,+918847692041,2024-05-24 00:08:46,485,Signal,Surat
CL00429,+919529104043,+917981372436,2022-06-20 12:06:06,135,Telegram,Lucknow
CL00430,+917621430136,+917294678352,2024-02-29 12:33:48,175,Voice,Chennai
CL00431,+917346992476,+917748381742,2023-11-02 12:19:14,511,Signal,Jaipur
CL00432,+918967277638,+917133790981,2023-06-24 05:01:02,1363,Signal,Indore
CL00433,+919391179068,+917033199694,2023-04-24 17:59:17,1128,Telegram,Bangalore
CL00434,+917378514962,+919565778475,2023-08-29 19:29:40,1538,Telegram,Lucknow
CL00435,+919654827789,+918196441373,2022-12-22 15:34:14,1653,Voice,Jaipur
CL00436,+919389142017,+919823273703,2023-02-27 08:09:19,26,Voice,Lucknow
CL00437,+917261243105,+918327079104,2022-10-21 15:34:00,1413,Telegram,Nagpur
CL00438,+918849649210,+919820660931,2022-01-10 13:51:18,1227,WhatsApp,Nagpur
CL00439,+919746601166,+917454678712,2023-01-18 06:26:56,1153,Telegram,Pune
CL00440,+918600506062,+918181184718,2024-01-03 23:41:24,1701,Telegram,Hyderabad
CL00441,+918415818695,+919529104043,2023-03-09 20:15:33,1570,Signal,Chennai
CL00442,+919654827789,+919877685081,2023-02-27 06:54:04,378,WhatsApp,Chennai
CL00443,+919549776132,+919574081104,2023-09-25 14:17:44,1280,Telegram,Hyderabad
CL00444,+919635277155,+917540838949,2022-06-05 01:34:01,385,Voice,Chennai
CL00445,+919877685081,+918967277638,2024-01-03 14:46:00,481,Voice,Bangalore
CL00446,+918432410914,+917309561891,2022-08-11 10:26:19,1614,Telegram,Kolkata
CL00447,+917907243029,+917889734128,2022-12-05 02:53:48,304,Voice,Chennai
CL00448,+918338472296,+918538638860,2023-07-11 15:11:12,1728,Signal,Indore
CL00449,+917923988689,+918432410914,2022-05-05 22:15:24,1584,Telegram,Hyderabad
CL00450,+917889734128,+919367966782,2023-04-17 23:49:06,1072,WhatsApp,Jaipur
CL00451,+918464137110,+918196441373,2022-11-27 05:40:46,91,Voice,Chennai
CL00452,+918632978535,+919820660931,2022-07-23 11:56:03,1773,WhatsApp,Mumbai
CL00453,+917288335378,+919912923661,2022-11-29 00:10:50,570,Voice,Pune
CL00454,+917414741061,+917091729577,2022-02-13 18:50:44,978,WhatsApp,Kolkata
CL00455,+917544423789,+918600506062,2022-06-11 15:05:43,1271,Signal,Nagpur
CL00456,+918076551580,+917779130936,2023-10-23 04:44:34,1625,Voice,Bangalore
CL00457,+917988317990,+919036965074,2022-11-21 17:50:41,1554,Signal,Nagpur
CL00458,+919090071756,+919795665767,2022-01-22 22:24:22,1488,WhatsApp,Chennai
CL00459,+917633740357,+917988317990,2023-12-25 14:35:18,1116,Telegram,Hyderabad
CL00460,+918847692041,+918875662813,2022-12-23 10:46:29,568,WhatsApp,Mumbai
CL00461,+918394868732,+917346992476,2023-04-06 09:52:16,1114,Signal,Jaipur
CL00462,+919756099698,+918873548915,2023-01-24 23:11:56,43,Signal,Nagpur
CL00463,+917366637148,+919635277155,2024-01-09 02:42:34,1682,Telegram,Hyderabad
CL00464,+917494665880,+918705407682,2024-02-24 17:09:39,584,Signal,Pune
CL00465,+919635277155,+919549776132,2022-04-09 16:42:04,94,WhatsApp,Bangalore
CL00466,+917889734128,+917923517027,2022-04-20 15:12:06,70,Telegram,Bhopal
CL00467,+919869245055,+917494665880,2023-10-01 22:37:16,105,Signal,Hyderabad
CL00468,+918538638860,+918432410914,2022-08-02 20:31:59,1709,Voice,Jaipur
CL00469,+918076551580,+919432330583,2023-07-26 23:56:26,1688,Signal,Nagpur
CL00470,+919320207740,+919877685081,2023-06-26 01:46:04,1713,Signal,Mumbai
CL00471,+917408390575,+918843761970,2022-04-10 03:46:14,1093,Telegram,Hyderabad
CL00472,+919795665767,+917494665880,2023-11-04 07:36:40,371,Telegram,Surat
CL00473,+919204340231,+917779130936,2023-11-22 14:44:42,879,Voice,Bangalore
CL00474,+918948692883,+917454678712,2023-02-16 16:21:42,328,Telegram,Kolkata
CL00475,+918843023757,+917454678712,2022-11-29 11:26:48,1301,Telegram,Indore
CL00476,+919635277155,+917366637148,2023-07-31 17:13:24,1573,Signal,Kolkata
CL00477,+917947119487,+917195066088,2023-02-11 00:46:02,587,Voice,Lucknow
CL00478,+917261243105,+917464794418,2022-01-07 09:14:13,1757,Signal,Delhi
CL00479,+918816499958,+919529182928,2023-06-08 17:36:59,1175,WhatsApp,Mumbai
CL00480,+918000721711,+917877990647,2022-12-31 04:08:16,756,WhatsApp,Hyderabad
CL00481,+919518848328,+919820660931,2022-04-05 18:25:36,450,Voice,Surat
CL00482,+919391179068,+918632978535,2022-06-27 15:52:57,1417,Voice,Ahmedabad
CL00483,+919820660931,+918000721711,2024-01-19 18:24:05,1602,Voice,Nagpur
CL00484,+919825363606,+918507634128,2024-06-19 13:26:59,1782,Voice,Indore
CL00485,+917655579180,+917091729577,2023-10-12 20:24:03,629,Voice,Kolkata
CL00486,+917378514962,+918905085701,2022-12-01 16:44:14,318,Voice,Bhopal
CL00487,+918338472296,+917195066088,2024-02-10 19:36:32,189,WhatsApp,Pune
CL00488,+918510308881,+918338472296,2022-06-01 04:21:05,979,Voice,Lucknow
CL00489,+919560761628,+918415818695,2022-03-29 12:32:27,1589,WhatsApp,Nagpur
CL00490,+917261243105,+918632978535,2023-07-27 06:31:25,1340,WhatsApp,Lucknow
CL00491,+917494665880,+918600506062,2022-09-06 02:17:49,885,Signal,Bhopal
CL00492,+917544423789,+919549776132,2023-11-19 13:27:23,718,WhatsApp,Kolkata
CL00493,+918327079104,+917294678352,2024-02-28 09:10:22,1267,Telegram,Ahmedabad
CL00494,+919946766309,+919090071756,2022-02-15 07:12:43,770,WhatsApp,Nagpur
CL00495,+917748381742,+919549776132,2024-01-28 01:15:39,307,Signal,Delhi
CL00496,+917774881143,+919549776132,2022-11-09 14:30:01,684,WhatsApp,Surat
CL00497,+919961852565,+918947762953,2022-07-28 17:33:48,534,Telegram,Ahmedabad
CL00498,+918830831254,+917540838949,2023-01-21 18:57:42,1083,Voice,Chennai
CL00499,+919355172948,+918076551580,2022-10-18 06:50:44,1270,Signal,Delhi
CL00500,+918097447932,+917091729577,2022-03-10 12:42:17,1362,Signal,Indore
CL00501,+919204340231,+917540838949,2022-10-27 20:24:14,784,Voice,Kolkata
CL00502,+917988317990,+919654827789,2022-04-01 05:12:32,942,Voice,Delhi
CL00503,+918600506062,+918394868732,2022-11-09 10:31:25,1529,WhatsApp,Delhi
CL00504,+918327079104,+917026224160,2022-12-30 20:19:15,1031,Signal,Nagpur
CL00505,+918076551580,+919518848328,2024-06-18 12:56:52,65,Signal,Hyderabad
CL00506,+918905085701,+917774881143,2023-02-07 21:08:05,1499,Telegram,Lucknow
CL00507,+917655579180,+919843005049,2022-09-04 18:09:27,644,Signal,Jaipur
CL00508,+917378514962,+917133790981,2022-07-31 20:08:37,1113,WhatsApp,Indore
CL00509,+918724932977,+918196441373,2023-12-07 22:57:33,281,Telegram,Nagpur
CL00510,+919946766309,+917637088959,2022-11-22 02:35:34,1478,Voice,Bangalore
CL00511,+919670283403,+919946766309,2024-01-15 00:48:20,852,Telegram,Chennai
CL00512,+919263164755,+918816499958,2022-06-05 06:06:08,383,Voice,Nagpur
CL00513,+919877685081,+919036965074,2023-09-03 07:14:43,58,Signal,Mumbai
CL00514,+918849649210,+917261243105,2023-05-30 19:30:45,1335,Signal,Bangalore
CL00515,+918464137110,+919869245055,2023-05-01 04:10:12,468,Voice,Pune
CL00516,+918432410914,+918518692176,2023-02-27 07:47:42,420,WhatsApp,Mumbai
CL00517,+919565778475,+919090071756,2024-06-06 19:31:44,670,Telegram,Hyderabad
CL00518,+919200510647,+917225953184,2024-03-05 01:38:47,1693,Telegram,Surat
CL00519,+918843023757,+918338472296,2023-09-19 23:36:38,1103,Voice,Lucknow
CL00520,+919204340231,+917947119487,2023-04-13 01:56:15,1067,Telegram,Surat
CL00521,+917633740357,+918464137110,2023-06-13 20:03:12,601,Telegram,Pune
CL00522,+917464794418,+918341957809,2023-04-18 05:27:18,1260,Voice,Surat
CL00523,+918843761970,+918830831254,2023-04-20 20:28:05,1484,Voice,Bangalore
CL00524,+918875662813,+917261243105,2023-02-07 13:20:28,56,WhatsApp,Jaipur
CL00525,+917923517027,+919574081104,2022-04-03 08:20:44,1333,WhatsApp,Surat
CL00526,+919829967158,+919259520140,2022-04-27 22:28:40,748,Voice,Lucknow
CL00527,+918615742667,+917334417350,2023-09-19 05:24:35,784,Voice,Nagpur
CL00528,+919355172948,+919825363606,2023-08-03 21:55:09,337,WhatsApp,Bangalore
CL00529,+917621430136,+919607371597,2022-11-12 09:46:49,918,Signal,Bhopal
CL00530,+918948692883,+919641863774,2022-05-15 06:00:39,1572,Signal,Delhi
CL00531,+917877990647,+918705407682,2024-05-25 15:34:51,16,Telegram,Hyderabad
CL00532,+917408390575,+917033199694,2023-04-10 13:28:05,1236,Voice,Hyderabad
CL00533,+917454678712,+917220959215,2023-09-27 20:35:52,1695,WhatsApp,Delhi
CL00534,+918847692041,+919946766309,2022-02-26 20:22:02,302,Voice,Bhopal
CL00535,+919820660931,+917112759345,2022-03-31 01:06:26,370,WhatsApp,Bhopal
CL00536,+919578741716,+919565778475,2023-04-12 23:37:23,78,Voice,Nagpur
CL00537,+919820660931,+919635277155,2023-01-13 12:52:04,1558,Telegram,Indore
CL00538,+917454678712,+917749459431,2022-10-27 15:08:07,1427,Signal,Kolkata
CL00539,+917494665880,+917350389989,2023-06-22 06:44:13,1258,Voice,Mumbai
CL00540,+918394868732,+917544423789,2023-05-11 23:44:38,1619,Signal,Pune
CL00541,+919670283403,+919412411754,2023-06-23 18:39:22,270,Telegram,Lucknow
CL00542,+918705407682,+917309561891,2024-04-07 05:56:39,481,Signal,Hyderabad
CL00543,+919756099698,+919641863774,2022-01-25 14:40:50,246,WhatsApp,Nagpur
CL00544,+919843005049,+917350389989,2022-02-16 10:22:35,1655,WhatsApp,Delhi
CL00545,+917923517027,+919578741716,2022-09-18 02:19:19,1042,Signal,Nagpur
CL00546,+919746601166,+919163970710,2023-12-04 10:21:25,1488,Voice,Indore
CL00547,+918635971911,+919795665767,2022-12-05 10:59:43,986,Telegram,Nagpur
CL00548,+918000721711,+917261243105,2023-05-09 04:40:29,1776,Signal,Jaipur
CL00549,+917350389989,+919320207740,2024-05-05 16:19:36,1489,Signal,Lucknow
CL00550,+919961852565,+917540838949,2022-08-02 18:43:21,1642,Signal,Mumbai
CL00551,+918905085701,+917220959215,2024-05-10 00:21:24,1288,WhatsApp,Ahmedabad
CL00552,+918464137110,+918847692041,2023-09-02 03:55:50,1544,Signal,Surat
CL00553,+918843023757,+917889734128,2022-10-06 13:05:31,491,Signal,Jaipur
CL00554,+917464794418,+917408390575,2023-06-22 09:11:07,771,Voice,Nagpur
CL00555,+917923517027,+919259520140,2023-03-31 16:01:51,993,WhatsApp,Hyderabad
CL00556,+917774881143,+918632978535,2024-01-21 16:19:49,675,WhatsApp,Nagpur
CL00557,+919045460840,+918843761970,2023-11-24 04:13:46,79,Telegram,Pune
CL00558,+919749387529,+919163970710,2022-01-05 09:59:02,1412,Voice,Kolkata
CL00559,+918097447932,+919559721644,2022-04-16 16:49:42,1531,Signal,Delhi
CL00560,+918196441373,+917981372436,2022-11-25 06:12:18,571,Signal,Nagpur
CL00561,+919090071756,+919641863774,2022-10-07 04:10:17,239,Voice,Ahmedabad
CL00562,+919472866768,+918925327382,2022-07-31 17:22:35,657,Signal,Bangalore
CL00563,+919578741716,+917414741061,2022-06-25 02:19:39,698,Telegram,Delhi
CL00564,+917133790981,+919380304322,2023-04-28 21:03:06,790,Voice,Mumbai
CL00565,+919200510647,+918338472296,2022-07-03 22:38:57,1218,Telegram,Ahmedabad
CL00566,+917779130936,+918196441373,2022-12-07 06:45:48,1378,Voice,Nagpur
CL00567,+918097447932,+917133790981,2022-04-06 22:29:06,938,Signal,Bhopal
CL00568,+918097447932,+918243165953,2022-08-26 07:09:55,1268,Signal,Kolkata
CL00569,+918338472296,+918948692883,2023-12-18 21:21:50,1767,Signal,Jaipur
CL00570,+917988317990,+919380304322,2022-03-08 15:07:22,985,Telegram,Indore
CL00571,+919355172948,+919578741716,2024-02-26 11:38:36,265,Voice,Pune
CL00572,+919204340231,+919391179068,2023-07-24 20:04:50,623,Telegram,Pune
CL00573,+917350389989,+917366637148,2023-09-28 07:35:10,992,Telegram,Mumbai
CL00574,+917774881143,+917981372436,2024-04-13 22:37:27,1611,Telegram,Ahmedabad
CL00575,+917774881143,+918875662813,2023-12-12 07:11:42,1376,Voice,Surat
CL00576,+917988317990,+919163970710,2023-08-30 19:29:20,1141,Voice,Indore
CL00577,+919263164755,+919565778475,2022-11-12 12:04:38,227,Telegram,Kolkata
CL00578,+917309561891,+918076551580,2022-04-03 06:52:08,1194,Voice,Nagpur
CL00579,+919946766309,+918905085701,2023-04-09 17:18:24,1265,Telegram,Hyderabad
CL00580,+918847136322,+919670283403,2022-11-03 18:50:58,1396,Signal,Pune
CL00581,+918327079104,+917544423789,2023-08-20 00:39:32,832,WhatsApp,Indore
CL00582,+919179320310,+918076551580,2023-01-14 17:03:00,1445,Signal,Mumbai
CL00583,+919578741716,+919380304322,2022-08-29 13:44:37,812,Signal,Surat
CL00584,+917923988689,+917225953184,2023-01-26 13:34:13,1361,WhatsApp,Jaipur
CL00585,+918724932977,+917491404673,2023-07-23 12:53:59,742,Telegram,Bangalore
CL00586,+918341957809,+918967277638,2022-05-18 00:04:41,37,WhatsApp,Surat
CL00587,+917988317990,+919912923661,2022-05-20 02:08:41,1655,Telegram,Indore
CL00588,+919574081104,+918173242669,2023-10-01 05:29:32,873,Telegram,Pune
CL00589,+917026224160,+918607610633,2022-07-10 13:38:00,1188,Telegram,Indore
CL00590,+917288335378,+917181686832,2022-10-03 13:59:34,1185,Signal,Delhi
CL00591,+918000721711,+918632978535,2023-12-23 11:07:37,991,Voice,Bangalore
CL00592,+917494665880,+917220959215,2023-04-22 16:05:33,1254,Voice,Hyderabad
CL00593,+918243165953,+918021908455,2023-12-02 20:34:51,1192,Signal,Ahmedabad
CL00594,+917621430136,+917774881143,2023-07-02 00:30:29,1054,Telegram,Ahmedabad
CL00595,+917112759345,+919607371597,2022-12-28 09:18:10,77,Signal,Surat
CL00596,+919412411754,+918076551580,2023-10-07 15:37:10,1178,Voice,Bhopal
CL00597,+918510308881,+917294678352,2022-10-21 15:05:08,1040,Voice,Indore
CL00598,+917220959215,+917558841618,2022-05-16 19:17:17,1761,Signal,Delhi
CL00599,+919549776132,+918635971911,2023-08-29 23:09:42,919,Signal,Nagpur
CL00600,+918635971911,+919412411754,2024-03-12 22:15:31,375,Voice,Kolkata
CL00601,+917748381742,+919946766309,2023-09-02 04:53:31,1546,Telegram,Nagpur
CL00602,+918615742667,+917288335378,2023-11-08 14:46:40,347,WhatsApp,Ahmedabad
CL00603,+918327079104,+917621430136,2023-10-20 08:48:52,242,Voice,Bangalore
CL00604,+917907243029,+919560761628,2023-05-03 09:30:47,1545,WhatsApp,Pune
CL00605,+918464137110,+917033199694,2022-09-26 04:33:55,895,Voice,Chennai
CL00606,+917195066088,+917923988689,2023-11-26 10:33:43,89,Voice,Lucknow
CL00607,+917026224160,+918846465000,2023-09-18 20:54:17,691,Signal,Chennai
CL00608,+919045460840,+919518848328,2023-11-02 18:25:29,1588,WhatsApp,Surat
CL00609,+919795665767,+919749387529,2022-12-12 21:44:11,646,Voice,Bhopal
CL00610,+917091729577,+917110724913,2022-01-13 13:06:33,217,Telegram,Kolkata
CL00611,+918342278523,+919578741716,2022-09-15 06:02:01,1273,Voice,Delhi
CL00612,+917408390575,+919829967158,2023-12-27 03:05:54,1243,WhatsApp,Pune
CL00613,+918847692041,+919549776132,2023-12-14 05:16:18,961,Voice,Bhopal
CL00614,+919574081104,+918816499958,2024-02-27 13:44:57,1372,Signal,Chennai
CL00615,+918181184718,+918538638860,2022-10-11 01:24:24,686,Voice,Chennai
CL00616,+918415818695,+919565778475,2023-03-28 02:31:59,415,Telegram,Bangalore
CL00617,+919869245055,+919204340231,2022-05-28 17:49:27,452,Voice,Jaipur
CL00618,+919412411754,+918925327382,2022-02-05 02:04:36,1495,Signal,Nagpur
CL00619,+917195066088,+917540838949,2023-05-25 04:41:40,6,Voice,Bhopal
CL00620,+918464137110,+919877685081,2022-06-05 22:21:57,806,Voice,Lucknow
CL00621,+919869245055,+918849649210,2023-03-23 12:54:46,1604,Voice,Lucknow
CL00622,+918607610633,+919756099698,2023-01-29 22:52:49,992,Voice,Ahmedabad
CL00623,+919961852565,+917779130936,2022-12-08 21:19:25,118,Voice,Kolkata
CL00624,+919654827789,+917774881143,2022-03-24 14:48:49,598,WhatsApp,Bangalore
CL00625,+919529182928,+917633740357,2023-01-29 21:12:19,1430,Telegram,Mumbai
CL00626,+917779130936,+917988317990,2022-03-28 20:28:47,393,WhatsApp,Delhi
CL00627,+919795665767,+917294678352,2024-01-08 18:15:31,801,Voice,Nagpur
CL00628,+917378514962,+919389142017,2023-05-27 17:53:51,925,Voice,Delhi
CL00629,+919978436070,+919320207740,2022-12-12 23:02:25,247,WhatsApp,Nagpur
CL00630,+919749387529,+917877990647,2023-11-26 17:09:47,1191,WhatsApp,Mumbai
CL00631,+918000721711,+918830831254,2023-05-16 20:01:30,1271,Voice,Hyderabad
CL00632,+917133790981,+918432410914,2022-06-26 20:03:57,634,Voice,Jaipur
CL00633,+919355172948,+917749459431,2024-04-17 03:07:31,1223,WhatsApp,Mumbai
CL00634,+917923517027,+919200510647,2022-12-12 23:43:25,669,Voice,Bhopal
CL00635,+918875662813,+918724932977,2022-11-26 06:48:02,1219,WhatsApp,Kolkata
CL00636,+917749459431,+919641863774,2022-10-08 04:48:26,349,Signal,Lucknow
CL00637,+919514122177,+919090071756,2022-09-07 18:02:08,209,Telegram,Nagpur
CL00638,+917637088959,+917540838949,2024-06-19 15:05:00,19,WhatsApp,Mumbai
CL00639,+919578741716,+919843005049,2023-12-12 15:44:08,427,WhatsApp,Bhopal
CL00640,+918518692176,+919749387529,2023-04-07 13:15:11,1255,Voice,Ahmedabad
CL00641,+918948692883,+918705407682,2023-09-19 02:40:52,1607,Signal,Kolkata
CL00642,+919607371597,+919746601166,2023-07-26 07:12:07,1090,Voice,Ahmedabad
CL00643,+919432330583,+917378514962,2023-06-04 07:29:49,1287,WhatsApp,Chennai
CL00644,+917621430136,+919795665767,2022-04-26 04:43:54,976,Telegram,Bangalore
CL00645,+917637088959,+919559721644,2022-02-25 20:23:18,434,Telegram,Chennai
CL00646,+919825363606,+919574081104,2022-02-14 03:47:03,1105,WhatsApp,Bangalore
CL00647,+919380304322,+917988317990,2023-06-12 03:04:57,486,Telegram,Ahmedabad
